event_ticker,market_ticker,market_title,yes_subtitle,series_ticker,away_team,home_team,kickoff_ts,matched_via
KXNCAAFGAME-25NOV08WISCWISC,KXNCAAFGAME-25NOV08WISCWISC-WISC,Wisconsin-Eau Claire at Wisconsin-Whitewater Winner?,WISC,KXNCAAFGAME,Wisconsin-Eau Claire,Wisconsin-Whitewater,1762628400,API_UPDATE
KXNCAAFGAME-25NOV08WISCWISC,KXNCAAFGAME-25NOV08WISCWISC-WISC,Wisconsin-Lacrosse at Wisconsin-River Falls Winner?,WISC,KXNCAAFGAME,Wisconsin-Lacrosse,Wisconsin-River Falls,1762628400,API_UPDATE
KXNCAAFGAME-25NOV08MISSNORT,KXNCAAFGAME-25NOV08MISSNORT-NORT,Missouri Western at Northwest Missouri St Winner?,NORT,KXNCAAFGAME,Missouri Western,Northwest Missouri St,1762630200,API_UPDATE
KXNCAAFGAME-25NOV08MERCWEST,KXNCAAFGAME-25NOV08MERCWEST-WEST,Mercer at Western Carolina Winner?,WEST,KXNCAAFGAME,Mercer,Western Carolina,1762630200,API_UPDATE
KXNCAAFGAME-25NOV08SOUTSOUT,KXNCAAFGAME-25NOV08SOUTSOUT-SOUT,Southeastern Oklahoma State at Southern Arkansas Winner?,SOUT,KXNCAAFGAME,Southeastern Oklahoma State,Southern Arkansas,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08SOUTEAST,KXNCAAFGAME-25NOV08SOUTEAST-EAST,Southern Utah at Eastern Kentucky Winner?,EAST,KXNCAAFGAME,Southern Utah,Eastern Kentucky,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08MORECLAR,KXNCAAFGAME-25NOV08MORECLAR-CLAR,Morehouse College at Clark Atlanta Winner?,CLAR,KXNCAAFGAME,Morehouse College,Clark Atlanta,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08KENTLANE,KXNCAAFGAME-25NOV08KENTLANE-LANE,Kentucky State at Lane College Winner?,LANE,KXNCAAFGAME,Kentucky State,Lane College,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08OUACSOUT,KXNCAAFGAME-25NOV08OUACSOUT-SOUT,Ouachita Baptist at Southwestern Oklahoma State Winner?,SOUT,KXNCAAFGAME,Ouachita Baptist,Southwestern Oklahoma State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08HARDSOUT,KXNCAAFGAME-25NOV08HARDSOUT-SOUT,Harding University at Southern Nazarene Winner?,SOUT,KXNCAAFGAME,Harding University,Southern Nazarene,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08PRAIALAB,KXNCAAFGAME-25NOV08PRAIALAB-ALAB,Prairie View A&M at Alabama A&M Winner?,ALAB,KXNCAAFGAME,Prairie View A&M,Alabama A&M,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08ARKANORT,KXNCAAFGAME-25NOV08ARKANORT-NORT,Arkansas-Monticello at Northwestern Oklahoma State Winner?,NORT,KXNCAAFGAME,Arkansas-Monticello,Northwestern Oklahoma State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08STEPHOUS,KXNCAAFGAME-25NOV08STEPHOUS-HOUS,Stephen F. Austin at Houston Christian Winner?,HOUS,KXNCAAFGAME,Stephen F. Austin,Houston Christian,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08JACKMISS,KXNCAAFGAME-25NOV08JACKMISS-MISS,Jackson State at Mississippi Valley State Winner?,MISS,KXNCAAFGAME,Jackson State,Mississippi Valley State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08FLORARKA,KXNCAAFGAME-25NOV08FLORARKA-ARKA,Florida A&M at Arkansas-Pine Bluff Winner?,ARKA,KXNCAAFGAME,Florida A&M,Arkansas-Pine Bluff,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08WISCWISC,KXNCAAFGAME-25NOV08WISCWISC-WISC,Wisconsin-Stout at Wisconsin-Platteville Winner?,WISC,KXNCAAFGAME,Wisconsin-Stout,Wisconsin-Platteville,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08MINONORT,KXNCAAFGAME-25NOV08MINONORT-NORT,Minot State at Northern State Winner?,NORT,KXNCAAFGAME,Minot State,Northern State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08EASTMONT,KXNCAAFGAME-25NOV08EASTMONT-MONT,Eastern Washington at Montana Winner?,MONT,KXNCAAFGAME,Eastern Washington,Montana,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08TUSKMILE,KXNCAAFGAME-25NOV08TUSKMILE-MILE,Tuskegee at Miles College Winner?,MILE,KXNCAAFGAME,Tuskegee,Miles College,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08AVERGUIL,KXNCAAFGAME-25NOV08AVERGUIL-GUIL,Averett at Guilford College Winner?,GUIL,KXNCAAFGAME,Averett,Guilford College,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08ARKAOKLA,KXNCAAFGAME-25NOV08ARKAOKLA-OKLA,Arkansas Tech at Oklahoma Baptist Winner?,OKLA,KXNCAAFGAME,Arkansas Tech,Oklahoma Baptist,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08WESTCHAD,KXNCAAFGAME-25NOV08WESTCHAD-CHAD,Western Colorado at Chadron St Winner?,CHAD,KXNCAAFGAME,Western Colorado,Chadron St,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08TEXAALAB,KXNCAAFGAME-25NOV08TEXAALAB-ALAB,Texas Southern at Alabama State Winner?,ALAB,KXNCAAFGAME,Texas Southern,Alabama State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08UTAHABIL,KXNCAAFGAME-25NOV08UTAHABIL-ABIL,Utah Tech at Abilene Christian Winner?,ABIL,KXNCAAFGAME,Utah Tech,Abilene Christian,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08WEBEMONT,KXNCAAFGAME-25NOV08WEBEMONT-MONT,Weber State at Montana State Winner?,MONT,KXNCAAFGAME,Weber State,Montana State,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08FORTNEWM,KXNCAAFGAME-25NOV08FORTNEWM-NEWM,Fort Lewis at New Mexico Highlands Winner?,NEWM,KXNCAAFGAME,Fort Lewis,New Mexico Highlands,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08BENESAVA,KXNCAAFGAME-25NOV08BENESAVA-SAVA,Benedict College at Savannah St Winner?,SAVA,KXNCAAFGAME,Benedict College,Savannah St,1762632000,API_UPDATE
KXNCAAFGAME-25NOV08DUKECONN,KXNCAAFGAME-25NOV08DUKECONN-CONN,Duke at UConn Winner?,CONN,KXNCAAFGAME,Duke,UConn,1762633800,API_UPDATE
KXNCAAFGAME-25NOV08MERRNEWH,KXNCAAFGAME-25NOV08MERRNEWH-NEWH,Merrimack at New Haven Winner?,NEWH,KXNCAAFGAME,Merrimack,New Haven,1762633800,API_UPDATE
KXNCAAFGAME-25NOV08EASTSAMF,KXNCAAFGAME-25NOV08EASTSAMF-SAMF,East Tennessee State at Samford Winner?,SAMF,KXNCAAFGAME,East Tennessee State,Samford,1762633800,API_UPDATE
KXNCAAFGAME-25NOV08CENTAUST,KXNCAAFGAME-25NOV08CENTAUST-AUST,Central Arkansas at Austin Peay Winner?,AUST,KXNCAAFGAME,Central Arkansas,Austin Peay,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08SELOLAMA,KXNCAAFGAME-25NOV08SELOLAMA-LAMA,SE Louisiana at Lamar Winner?,LAMA,KXNCAAFGAME,SE Louisiana,Lamar,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08DELTVALD,KXNCAAFGAME-25NOV08DELTVALD-VALD,Delta State at Valdosta State Winner?,VALD,KXNCAAFGAME,Delta State,Valdosta State,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08ANNABRID,KXNCAAFGAME-25NOV08ANNABRID-BRID,Anna Maria College at Bridgewater State Winner?,BRID,KXNCAAFGAME,Anna Maria College,Bridgewater State,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08WILLTRUM,KXNCAAFGAME-25NOV08WILLTRUM-TRUM,William Jewell at Truman State Winner?,TRUM,KXNCAAFGAME,William Jewell,Truman State,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08PACILEWI,KXNCAAFGAME-25NOV08PACILEWI-LEWI,Pacific Lutheran at Lewis & Clark College Winner?,LEWI,KXNCAAFGAME,Pacific Lutheran,Lewis & Clark College,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08WHITWILL,KXNCAAFGAME-25NOV08WHITWILL-WILL,Whitworth at Willamette Winner?,WILL,KXNCAAFGAME,Whitworth,Willamette,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08WESTNORT,KXNCAAFGAME-25NOV08WESTNORT-NORT,West Georgia at North Alabama Winner?,NORT,KXNCAAFGAME,West Georgia,North Alabama,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08SOUTCOLO,KXNCAAFGAME-25NOV08SOUTCOLO-COLO,South Dakota Mines at Colorado Mesa Winner?,COLO,KXNCAAFGAME,South Dakota Mines,Colorado Mesa,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08CHAPLAVE,KXNCAAFGAME-25NOV08CHAPLAVE-LAVE,Chapman at La Verne Winner?,LAVE,KXNCAAFGAME,Chapman,La Verne,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08PACINEWB,KXNCAAFGAME-25NOV08PACINEWB-NEWB,Pacific (OR) at NEWBERG Winner?,NEWB,KXNCAAFGAME,Pacific (OR),NEWBERG,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08LINFPUGE,KXNCAAFGAME-25NOV08LINFPUGE-PUGE,Linfield College at Puget Sound Winner?,PUGE,KXNCAAFGAME,Linfield College,Puget Sound,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08SOUTALCO,KXNCAAFGAME-25NOV08SOUTALCO-ALCO,Southern at Alcorn State Winner?,ALCO,KXNCAAFGAME,Southern,Alcorn State,1762635600,API_UPDATE
KXNCAAFGAME-25NOV08BOWDCOLB,KXNCAAFGAME-25NOV08BOWDCOLB-COLB,Bowdoin at Colby College Winner?,COLB,KXNCAAFGAME,Bowdoin,Colby College,1762639200,API_UPDATE
KXNCAAFGAME-25NOV08SACRPORT,KXNCAAFGAME-25NOV08SACRPORT-PORT,Sacramento State at Portland State Winner?,PORT,KXNCAAFGAME,Sacramento State,Portland State,1762639200,API_UPDATE
KXNCAAFGAME-25NOV08MCNEEAST,KXNCAAFGAME-25NOV08MCNEEAST-EAST,McNeese at East Texas A&M Winner?,EAST,KXNCAAFGAME,McNeese,East Texas A&M,1762639200,API_UPDATE
KXNCAAFGAME-25NOV08PRESDAVI,KXNCAAFGAME-25NOV08PRESDAVI-DAVI,Presbyterian at Davidson Winner?,DAVI,KXNCAAFGAME,Presbyterian,Davidson,1762639200,API_UPDATE
KXNCAAFGAME-25NOV08COLLMONT,KXNCAAFGAME-25NOV08COLLMONT-MONT,College Of New Jersey at Montclair State Winner?,MONT,KXNCAAFGAME,College Of New Jersey,Montclair State,1762639200,API_UPDATE
KXNCAAFGAME-25NOV08NICHUTRI,KXNCAAFGAME-25NOV08NICHUTRI-UTRI,Nicholls at UT Rio Grande Valley Winner?,UTRI,KXNCAAFGAME,Nicholls,UT Rio Grande Valley,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08NORTNORT,KXNCAAFGAME-25NOV08NORTNORT-NORT,Northern Colorado at Northern Arizona Winner?,NORT,KXNCAAFGAME,Northern Colorado,Northern Arizona,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08CALPIDAH,KXNCAAFGAME-25NOV08CALPIDAH-IDAH,Cal Poly at Idaho State Winner?,IDAH,KXNCAAFGAME,Cal Poly,Idaho State,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08GALLSHEN,KXNCAAFGAME-25NOV08GALLSHEN-SHEN,Gallaudet at Shenandoah Winner?,SHEN,KXNCAAFGAME,Gallaudet,Shenandoah,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08SALICHRI,KXNCAAFGAME-25NOV08SALICHRI-CHRI,Salisbury at Christopher Newport Winner?,CHRI,KXNCAAFGAME,Salisbury,Christopher Newport,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08ANDECATA,KXNCAAFGAME-25NOV08ANDECATA-CATA,Anderson (Sc) at Catawba Winner?,CATA,KXNCAAFGAME,Anderson (Sc),Catawba,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08ERSKWILS,KXNCAAFGAME-25NOV08ERSKWILS-WILS,ERSKINE at Wilson Winner?,WILS,KXNCAAFGAME,ERSKINE,Wilson,1762642800,API_UPDATE
KXNCAAFGAME-25NOV08MILLEAST,KXNCAAFGAME-25NOV08MILLEAST-EAST,Millersville at East Stroudsburg University Winner?,EAST,KXNCAAFGAME,Millersville,East Stroudsburg University,1762643100,API_UPDATE
KXNCAAFGAME-25NOV09WESTANGE,KXNCAAFGAME-25NOV09WESTANGE-ANGE,Western Oregon at Angelo State Winner?,ANGE,KXNCAAFGAME,Western Oregon,Angelo State,1762646400,API_UPDATE
KXNCAAFGAME-25NOV09AUSTCENT,KXNCAAFGAME-25NOV09AUSTCENT-CENT,Austin at CENTENARY Winner?,CENT,KXNCAAFGAME,Austin,CENTENARY,1762646400,API_UPDATE
KXNCAAFGAME-25NOV09UCDAIDAH,KXNCAAFGAME-25NOV09UCDAIDAH-IDAH,UC Davis at Idaho Winner?,IDAH,KXNCAAFGAME,UC Davis,Idaho,1762646400,API_UPDATE
KXNCAAFGAME-25NOV09NORTSHOR,KXNCAAFGAME-25NOV09NORTSHOR-SHOR,North Greenville at Shorter Winner?,SHOR,KXNCAAFGAME,North Greenville,Shorter,1762646400,API_UPDATE
KXNCAAFGAME-25NOV09NAVYND,KXNCAAFGAME-25NOV09NAVYND-ND,Navy at Notre Dame Winner?,ND,KXNCAAFGAME,Navy,Notre Dame,1762648200,API_UPDATE
KXNCAAFGAME-25NOV09NEVUSU,KXNCAAFGAME-25NOV09NEVUSU-USU,Nevada at Utah State Winner?,USU,KXNCAAFGAME,Nevada,Utah State,1762648200,API_UPDATE
KXNCAAFGAME-25NOV09EASTUTPE,KXNCAAFGAME-25NOV09EASTUTPE-UTPE,Eastern New Mexico at UT Permian Basin Winner?,UTPE,KXNCAAFGAME,Eastern New Mexico,UT Permian Basin,1762650000,API_UPDATE
KXNCAAFGAME-25NOV09WESTTEXA,KXNCAAFGAME-25NOV09WESTTEXA-TEXA,Western New Mexico at Texas A&M-Kingsville Winner?,TEXA,KXNCAAFGAME,Western New Mexico,Texas A&M-Kingsville,1762650000,API_UPDATE
KXNCAAFGAME-25NOV09CENTSULR,KXNCAAFGAME-25NOV09CENTSULR-SULR,Central Washington at Sul Ross State Winner?,SULR,KXNCAAFGAME,Central Washington,Sul Ross State,1762653600,API_UPDATE
KXNCAAFGAME-25NOV09SAMHORST,KXNCAAFGAME-25NOV09SAMHORST-ORST,Sam Houston at Oregon State Winner?,ORST,KXNCAAFGAME,Sam Houston,Oregon State,1762657200,API_UPDATE
KXNCAAFGAME-25NOV09CALIPOMO,KXNCAAFGAME-25NOV09CALIPOMO-POMO,California Lutheran University at Pomona Pitzer Winner?,POMO,KXNCAAFGAME,California Lutheran University,Pomona Pitzer,1762657200,API_UPDATE
KXNCAAFGAME-25NOV09CLARREDL,KXNCAAFGAME-25NOV09CLARREDL-REDL,Claremont-Mudd-Scripps College at Redlands Winner?,REDL,KXNCAAFGAME,Claremont-Mudd-Scripps College,Redlands,1762657200,API_UPDATE
KXNCAAFGAME-25NOV09SDSUHAWA,KXNCAAFGAME-25NOV09SDSUHAWA-HAWA,San Diego State at Hawai'i Winner?,HAWA,KXNCAAFGAME,San Diego State,Hawai'i,1762660800,API_UPDATE
KXNCAAFGAME-25NOV12OHIOWMU,KXNCAAFGAME-25NOV12OHIOWMU-WMU,Ohio at Western Michigan Winner?,WMU,KXNCAAFGAME,Ohio,Western Michigan,1762907400,API_UPDATE
KXNCAAFGAME-25NOV12KENTAKR,KXNCAAFGAME-25NOV12KENTAKR-AKR,Kent State at Akron Winner?,AKR,KXNCAAFGAME,Kent State,Akron,1762907400,API_UPDATE
KXNCAAFGAME-25NOV13TOLMOH,KXNCAAFGAME-25NOV13TOLMOH-MOH,Toledo at Miami (OH) Winner?,MOH,KXNCAAFGAME,Toledo,Miami (OH),1762992000,API_UPDATE
KXNCAAFGAME-25NOV13NIUMASS,KXNCAAFGAME-25NOV13NIUMASS-MASS,Northern Illinois at Massachusetts Winner?,MASS,KXNCAAFGAME,Northern Illinois,Massachusetts,1762992000,API_UPDATE
KXNCAAFGAME-25NOV13BUFFCMU,KXNCAAFGAME-25NOV13BUFFCMU-CMU,Buffalo at Central Michigan Winner?,CMU,KXNCAAFGAME,Buffalo,Central Michigan,1762992000,API_UPDATE
KXNCAAFGAME-25NOV14TROYODU,KXNCAAFGAME-25NOV14TROYODU-ODU,Troy at Old Dominion Winner?,ODU,KXNCAAFGAME,Troy,Old Dominion,1763080200,API_UPDATE
KXNCAAFGAME-25NOV14SOUTNORT,KXNCAAFGAME-25NOV14SOUTNORT-NORT,South Carolina State at North Carolina Central Winner?,NORT,KXNCAAFGAME,South Carolina State,North Carolina Central,1763159400,API_UPDATE
KXNCAAFGAME-25NOV14CASTSALI,KXNCAAFGAME-25NOV14CASTSALI-SALI,Castleton at Salisbury Winner?,SALI,KXNCAAFGAME,Castleton,Salisbury,1763161200,API_UPDATE
KXNCAAFGAME-25NOV15CHRICOLL,KXNCAAFGAME-25NOV15CHRICOLL-COLL,Christopher Newport at College Of New Jersey Winner?,COLL,KXNCAAFGAME,Christopher Newport,College Of New Jersey,1763164800,API_UPDATE
KXNCAAFGAME-25NOV15NORWMIT,KXNCAAFGAME-25NOV15NORWMIT-MIT,Norwich at MIT Winner?,MIT,KXNCAAFGAME,Norwich,MIT,1763164800,API_UPDATE
KXNCAAFGAME-25NOV15CLEMLOU,KXNCAAFGAME-25NOV15CLEMLOU-LOU,Clemson at Louisville Winner?,LOU,KXNCAAFGAME,Clemson,Louisville,1763166600,API_UPDATE
KXNCAAFGAME-25NOV15MINNORE,KXNCAAFGAME-25NOV15MINNORE-ORE,Minnesota at Oregon Winner?,ORE,KXNCAAFGAME,Minnesota,Oregon,1763172000,API_UPDATE
KXNCAAFGAME-25NOV15VTFSU,KXNCAAFGAME-25NOV15VTFSU-FSU,Virginia Tech at Florida State Winner?,FSU,KXNCAAFGAME,Virginia Tech,Florida State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MEMECU,KXNCAAFGAME-25NOV15MEMECU-ECU,Memphis at East Carolina Winner?,ECU,KXNCAAFGAME,Memphis,East Carolina,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15FAUTULN,KXNCAAFGAME-25NOV15FAUTULN-TULN,Florida Atlantic at Tulane Winner?,TULN,KXNCAAFGAME,Florida Atlantic,Tulane,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15SCARTXAM,KXNCAAFGAME-25NOV15SCARTXAM-TXAM,South Carolina at Texas A&M Winner?,TXAM,KXNCAAFGAME,South Carolina,Texas A&M,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15KSUOKST,KXNCAAFGAME-25NOV15KSUOKST-OKST,Kansas State at Oklahoma State Winner?,OKST,KXNCAAFGAME,Kansas State,Oklahoma State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UNTUAB,KXNCAAFGAME-25NOV15UNTUAB-UAB,North Texas at UAB Winner?,UAB,KXNCAAFGAME,North Texas,UAB,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UTSACHAR,KXNCAAFGAME-25NOV15UTSACHAR-CHAR,UTSA at Charlotte Winner?,CHAR,KXNCAAFGAME,UTSA,Charlotte,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15LIBFLOR,KXNCAAFGAME-25NOV15LIBFLOR-FLOR,Liberty at Florida International Winner?,FLOR,KXNCAAFGAME,Liberty,Florida International,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15GTBC,KXNCAAFGAME-25NOV15GTBC-BC,Georgia Tech at Boston College Winner?,BC,KXNCAAFGAME,Georgia Tech,Boston College,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15LONGST.F,KXNCAAFGAME-25NOV15LONGST.F-ST.F,Long Island University at St. Francis (PA) Winner?,ST.F,KXNCAAFGAME,Long Island University,St. Francis (PA),1763182800,API_UPDATE
KXNCAAFGAME-25NOV15WISIND,KXNCAAFGAME-25NOV15WISIND-IND,Wisconsin at Indiana Winner?,IND,KXNCAAFGAME,Wisconsin,Indiana,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15TCUBYU,KXNCAAFGAME-25NOV15TCUBYU-BYU,TCU at BYU Winner?,BYU,KXNCAAFGAME,TCU,BYU,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15ROBEMERC,KXNCAAFGAME-25NOV15ROBEMERC-MERC,Robert Morris at Mercyhurst Winner?,MERC,KXNCAAFGAME,Robert Morris,Mercyhurst,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UVADUKE,KXNCAAFGAME-25NOV15UVADUKE-DUKE,Virginia at Duke Winner?,DUKE,KXNCAAFGAME,Virginia,Duke,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15WVUASU,KXNCAAFGAME-25NOV15WVUASU-ASU,West Virginia at Arizona State Winner?,ASU,KXNCAAFGAME,West Virginia,Arizona State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MTSUWKU,KXNCAAFGAME-25NOV15MTSUWKU-WKU,Middle Tennessee at Western Kentucky Winner?,WKU,KXNCAAFGAME,Middle Tennessee,Western Kentucky,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UTEPMISS,KXNCAAFGAME-25NOV15UTEPMISS-MISS,UTEP at Missouri State Winner?,MISS,KXNCAAFGAME,UTEP,Missouri State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15WYOFRES,KXNCAAFGAME-25NOV15WYOFRES-FRES,Wyoming at Fresno State Winner?,FRES,KXNCAAFGAME,Wyoming,Fresno State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15STONWAGN,KXNCAAFGAME-25NOV15STONWAGN-WAGN,Stonehill at Wagner Winner?,WAGN,KXNCAAFGAME,Stonehill,Wagner,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15ORSTTLSA,KXNCAAFGAME-25NOV15ORSTTLSA-TLSA,Oregon State at Tulsa Winner?,TLSA,KXNCAAFGAME,Oregon State,Tulsa,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MRSHGEOR,KXNCAAFGAME-25NOV15MRSHGEOR-GEOR,Marshall at Georgia State Winner?,GEOR,KXNCAAFGAME,Marshall,Georgia State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15CCARGASO,KXNCAAFGAME-25NOV15CCARGASO-GASO,Coastal Carolina at Georgia Southern Winner?,GASO,KXNCAAFGAME,Coastal Carolina,Georgia Southern,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UNCWAKE,KXNCAAFGAME-25NOV15UNCWAKE-WAKE,North Carolina at Wake Forest Winner?,WAKE,KXNCAAFGAME,North Carolina,Wake Forest,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15APPSJMU,KXNCAAFGAME-25NOV15APPSJMU-JMU,App State at James Madison Winner?,JMU,KXNCAAFGAME,App State,James Madison,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15NCSTMIA,KXNCAAFGAME-25NOV15NCSTMIA-MIA,NC State at Miami Winner?,MIA,KXNCAAFGAME,NC State,Miami,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MONTPORT,KXNCAAFGAME-25NOV15MONTPORT-PORT,Montana at Portland State Winner?,PORT,KXNCAAFGAME,Montana,Portland State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15USAULMO,KXNCAAFGAME-25NOV15USAULMO-ULMO,South Alabama at UL Monroe Winner?,ULMO,KXNCAAFGAME,South Alabama,UL Monroe,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15TXSTUSM,KXNCAAFGAME-25NOV15TXSTUSM-USM,Texas State at Southern Miss Winner?,USM,KXNCAAFGAME,Texas State,Southern Miss,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MSSTMIZZ,KXNCAAFGAME-25NOV15MSSTMIZZ-MIZZ,Mississippi State at Missouri Winner?,MIZZ,KXNCAAFGAME,Mississippi State,Missouri,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15TEXUGA,KXNCAAFGAME-25NOV15TEXUGA-UGA,Texas at Georgia Winner?,UGA,KXNCAAFGAME,Texas,Georgia,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15NDPITT,KXNCAAFGAME-25NOV15NDPITT-PITT,Notre Dame at Pittsburgh Winner?,PITT,KXNCAAFGAME,Notre Dame,Pittsburgh,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15DELASAMH,KXNCAAFGAME-25NOV15DELASAMH-SAMH,Delaware at Sam Houston Winner?,SAMH,KXNCAAFGAME,Delaware,Sam Houston,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15PSUMSU,KXNCAAFGAME-25NOV15PSUMSU-MSU,Penn State at Michigan State Winner?,MSU,KXNCAAFGAME,Penn State,Michigan State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15OKLAALA,KXNCAAFGAME-25NOV15OKLAALA-ALA,Oklahoma at Alabama Winner?,ALA,KXNCAAFGAME,Oklahoma,Alabama,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MICHNW,KXNCAAFGAME-25NOV15MICHNW-NW,Michigan at Northwestern Winner?,NW,KXNCAAFGAME,Michigan,Northwestern,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15FLAMISS,KXNCAAFGAME-25NOV15FLAMISS-MISS,Florida at Ole Miss Winner?,MISS,KXNCAAFGAME,Florida,Ole Miss,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15PRESST.T,KXNCAAFGAME-25NOV15PRESST.T-ST.T,Presbyterian at St. Thomas (MN) Winner?,ST.T,KXNCAAFGAME,Presbyterian,St. Thomas (MN),1763182800,API_UPDATE
KXNCAAFGAME-25NOV15MDILL,KXNCAAFGAME-25NOV15MDILL-ILL,Maryland at Illinois Winner?,ILL,KXNCAAFGAME,Maryland,Illinois,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15ALABMISS,KXNCAAFGAME-25NOV15ALABMISS-MISS,Alabama State at Mississippi Valley State Winner?,MISS,KXNCAAFGAME,Alabama State,Mississippi Valley State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UCLAOSU,KXNCAAFGAME-25NOV15UCLAOSU-OSU,UCLA at Ohio State Winner?,OSU,KXNCAAFGAME,UCLA,Ohio State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15BETHJACK,KXNCAAFGAME-25NOV15BETHJACK-JACK,Bethune-Cookman at Jackson State Winner?,JACK,KXNCAAFGAME,Bethune-Cookman,Jackson State,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15ARKAPRAI,KXNCAAFGAME-25NOV15ARKAPRAI-PRAI,Arkansas-Pine Bluff at Prairie View A&M Winner?,PRAI,KXNCAAFGAME,Arkansas-Pine Bluff,Prairie View A&M,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15TEXASOUT,KXNCAAFGAME-25NOV15TEXASOUT-SOUT,Texas Southern at Southern Winner?,SOUT,KXNCAAFGAME,Texas Southern,Southern,1763182800,API_UPDATE
KXNCAAFGAME-25NOV15UTAHBAY,KXNCAAFGAME-25NOV15UTAHBAY-BAY,Utah at Baylor Winner?,BAY,KXNCAAFGAME,Utah,Baylor,1763182800,API_UPDATE
